ride_id,driver_name,passenger_name,pickup_city,dropoff_city,fare_amount,ride_distance_km,ride_status,requested_at,completed_at,rating,payment_method
1252,ramesh shrestha,Manish Bajracharya,Pokhara,Biratnagar,496.9,28.88,completed,2024-04-19 08:25:07,2024-04-19 08:52:57.009384,3.1,cash
1253,Anita Rai,Arun Joshi,Chitwan,Pokhara,144.33,8.15,completed,2024-06-01 09:02:11,2024-06-01 09:25:40.881491,3.5,cash
1254,Suresh Magar,Laxmi Shrestha,Bhaktapur,Bhaktapur,339.41,43.91,cancelled,2024-05-17 00:30:31,,,khalti
1255,Deepak Thapa,Arun Joshi,Lalitpur,Butwal,155.6,41.74,completed,2024-07-11 09:55:36,2024-07-11 11:15:01.946524,4.5,cash
1256,Nisha Bista,Prem Basnet,Birgunj,Butwal,289.12,6.71,cancelled,2024-09-27 03:00:21,,,
1257,Suresh Magar,Sunita KC,Birgunj,Chitwan,82.22,22.93,cancelled,2024-09-29 15:31:03,,,esewa
1258,deepak thapa,Manish Bajracharya,Butwal,Hetauda,413.75,36.97,completed,2024-03-03 03:27:37,2024-03-03 04:49:01.775849,4.8,cash
1259,Suresh Magar,Manish Bajracharya,Lalitpur,Kathmandu,755.5,11.53,completed,2024-07-08 10:06:35,2024-07-08 11:20:14.094769,2.5,cash
1260,Bikash Karki,Suman Giri,Pokhara,Butwal,582.54,17.08,cancelled,2024-07-30 23:12:30,,,
1261,Nisha Bista,Ashok Neupane,Kathmandu,Hetauda,645.4,10.09,cancelled,2024-01-02 10:06:46,,,
1262,Kabita Lama,Ritu Koirala,Kirtipur,Kathmandu,81.55,18.3,no_show,2024-10-13 19:43:59,,,khalti
1263,Priya Gurung,Kavya Poudel,Biratnagar,Hetauda,300.0,18.78,completed,2024-05-08 10:31:04,2024-05-08 11:31:05.644683,3.6,cash
1264,Suresh Magar,Bijay Yadav,Butwal,Kirtipur,185.06,18.25,completed,2024-11-13 18:46:17,2024-11-13 20:04:13.458921,3.7,khalti
1265,Deepak Thapa,Meena Adhikari,Butwal,Pokhara,363.15,4.32,cancelled,2024-08-14 18:53:32,,,khalti
1266,Rajan Pandey,Laxmi Shrestha,Pokhara,Chitwan,735.77,5.69,completed,2024-07-02 23:38:02,2024-07-03 00:53:43.940794,3.9,cash
1267,Nisha Bista,Dipesh Oli,Lalitpur,Butwal,660.28,5.14,cancelled,2024-08-07 04:43:53,,,cash
1268,Rajan Pandey,Nabin Chand,Birgunj,Kathmandu,424.83,19.77,cancelled,2024-11-29 11:06:29,,,
1269,Nisha Bista,Rohan Shah,Pokhara,Chitwan,567.11,7.46,completed,2024-09-22 08:13:20,2024-09-22 08:53:07.808441,4.4,khalti
1270,Suresh Magar,Sunita KC,Biratnagar,Hetauda,2528.66,13.79,no_show,2024-09-25 07:10:32,,,cash
1271,deepak thapa,Pratima Hamal,Lalitpur,Kathmandu,506.15,7.82,completed,2024-02-28 01:56:13,2024-02-28 03:22:09.334544,4.1,cash
1272,Ramesh Shrestha,Rohan Shah,Butwal,Biratnagar,332.54,17.94,completed,2024-02-08 20:32:01,2024-02-08 21:25:53.964996,4.9,cash
1273,Suresh Magar,Sunita KC,Butwal,Hetauda,302.06,10.86,cancelled,2024-01-21 05:53:23,,,esewa
1274,Anita Rai,Kavya Poudel,Chitwan,Birgunj,319.98,17.73,completed,2024-10-11 14:18:31,2024-10-11 15:02:38.985366,4.5,cash
1275,Suresh Magar,Sabina Dahal,Kathmandu,Birgunj,16.31,8.05,completed,2024-03-18 07:36:29,2024-03-18 08:35:51.849713,2.7,cash
1276,Rajan Pandey,Prem Basnet,Biratnagar,Pokhara,509.78,9.76,completed,2024-04-27 20:50:56,2024-04-27 21:57:58.094919,3.0,cash
1277,Priya Gurung,Bina Ghimire,Butwal,Butwal,701.52,35.71,cancelled,2024-02-08 03:36:42,,,cash
1278,Kabita Lama,Sabina Dahal,Bhaktapur,Butwal,531.51,13.8,completed,2024-10-02 00:05:01,2024-10-02 01:01:26.174200,4.5,esewa
1279,Kabita Lama,Prem Basnet,Birgunj,Butwal,617.05,8.78,cancelled,2024-10-12 09:42:41,,,esewa
1280,Suresh Magar,Prem Basnet,Biratnagar,Chitwan,276.57,3.75,cancelled,2024-07-11 07:47:41,,,khalti
1281,Sita  Tamang,Sanjay Maharjan,Butwal,Pokhara,195.49,27.05,completed,2024-04-02 02:21:59,2024-04-02 02:58:25.056220,2.6,cash
1282,Priya Gurung,Nabin Chand,Pokhara,Lalitpur,673.51,23.15,completed,2024-02-24 04:46:45,2024-02-24 05:49:34.855458,4.4,khalti
1283,Suresh Magar,Sanjay Maharjan,Hetauda,Birgunj,648.64,35.32,completed,2024-09-05 07:54:22,2024-09-05 09:21:54.317142,4.6,khalti
1284,Priya Gurung,Suman Giri,Birgunj,Butwal,426.85,15.93,completed,2024-08-22 01:36:35,2024-08-22 02:54:49.504865,4.3,cash
1285,Priya Gurung,Nabin Chand,Lalitpur,Hetauda,112.26,21.26,no_show,2024-07-19 19:09:49,,,esewa
1286,Rajan Pandey,Arun Joshi,Lalitpur,Hetauda,194.84,9.84,completed,2024-06-01 09:50:29,2024-06-01 10:03:03.886328,3.4,khalti
1287,Kabita Lama,Nabin Chand,Bhaktapur,Lalitpur,704.56,8.64,completed,2024-07-17 12:35:42,2024-07-17 12:42:14.382086,3.6,cash
1288,Kabita Lama,Laxmi Shrestha,Lalitpur,Kirtipur,458.99,16.73,no_show,2024-12-03 05:27:24,,,esewa
1289,Bikash Karki,Niraj Acharya,Lalitpur,Bhaktapur,2687.39,11.41,completed,2024-09-18 22:44:15,2024-09-18 23:22:08.501717,3.0,esewa
1290,Ramesh Shrestha,Manish Bajracharya,Pokhara,Butwal,429.42,20.36,completed,2024-07-17 08:21:01,2024-07-17 09:07:41.315323,3.9,khalti
1291,Priya Gurung,Prem Basnet,Birgunj,Birgunj,371.02,6.79,completed,2024-01-24 00:42:59,2024-01-24 02:04:34.859874,2.5,cash
1292,Deepak Thapa,Laxmi Shrestha,Birgunj,Lalitpur,240.97,19.69,completed,2024-07-16 12:05:15,2024-07-16 13:02:28.671138,3.5,cash
1293,Deepak Thapa,Rekha Tiwari,Pokhara,Biratnagar,552.31,33.59,completed,2024-01-01 23:39:55,2024-01-02 00:38:43.702324,4.3,cash
1294,Priya Gurung,Sabina Dahal,Kirtipur,Lalitpur,135.08,25.01,completed,2024-06-28 15:54:51,2024-06-28 17:11:53.482176,3.7,cash
1295,Bikash Karki,Niraj Acharya,Birgunj,Biratnagar,409.57,9.7,completed,2024-12-22 07:52:10,2024-12-22 08:14:21.864142,4.2,cash
1296,Bikash Karki,Arun Joshi,Bhaktapur,Bhaktapur,200.0,28.16,cancelled,2024-02-17 19:03:49,,,
1297,Sita Tamang,Prem Basnet,Butwal,Bhaktapur,308.01,5.87,completed,2024-12-10 10:19:53,2024-12-10 11:02:41.882383,2.8,cash
1298,Deepak Thapa,Rekha Tiwari,Butwal,Kirtipur,479.5,15.14,completed,2024-04-24 20:12:47,2024-04-24 20:36:17.207242,,esewa
1299,Sita Tamang,Meena Adhikari,Lalitpur,Birgunj,23.94,44.23,cancelled,2024-06-01 01:32:06,,,cash
1300,Ramesh Shrestha,Dipesh Oli,Kirtipur,Bhaktapur,94.28,15.15,no_show,2024-06-28 03:12:24,,,cash
1301,Priya Gurung,Prem Basnet,Birgunj,Hetauda,759.72,2.15,completed,2024-05-29 11:30:27,2024-05-29 12:28:47.359373,3.3,cash
1302,Sita Tamang,Pratima Hamal,Birgunj,Hetauda,500.0,17.61,completed,2024-02-26 03:49:41,2024-02-26 04:52:17.255803,2.7,khalti
1303,Priya Gurung,Meena Adhikari,Pokhara,Bhaktapur,689.78,15.65,no_show,2024-11-26 03:24:04,,,cash
1304,deepak thapa,Sanjay Maharjan,Birgunj,Kirtipur,18.54,36.53,completed,2024-06-07 22:30:24,2024-06-07 23:08:15.470455,3.8,esewa
1305,Nisha Bista,Meena Adhikari,Birgunj,Chitwan,514.27,17.17,no_show,2024-05-22 08:47:11,,,khalti
1306,Anita Rai,Arun Joshi,Lalitpur,Butwal,431.49,35.14,cancelled,2024-10-20 03:12:34,,,cash
1307,Rajan Pandey,Prem Basnet,Biratnagar,Kirtipur,1000.0,36.38,completed,2024-02-10 22:08:47,2024-02-10 23:27:32.933720,4.6,cash
1308,Sita Tamang,Bina Ghimire,Hetauda,Birgunj,81.96,25.78,completed,2024-08-18 03:45:27,2024-08-18 04:46:45.267207,4.2,cash
1309,Suresh Magar,Sabina Dahal,Lalitpur,Chitwan,422.9,20.74,completed,2024-09-04 06:57:52,2024-09-04 07:37:06.598694,4.4,khalti
1310,deepak thapa,Dipesh Oli,Birgunj,Butwal,554.65,35.47,no_show,2024-10-08 20:54:00,,,cash
1311,Sita Tamang,Manish Bajracharya,Biratnagar,Lalitpur,215.95,19.72,no_show,2024-06-05 01:23:38,,,cash
1312,Nisha Bista,Pratima Hamal,Birgunj,Hetauda,515.07,11.26,cancelled,2024-02-09 03:18:48,,,esewa
1313,Suresh Magar,Pratima Hamal,Birgunj,Pokhara,246.15,43.84,no_show,2024-02-16 19:12:13,,,cash
1314,Nisha Bista,Bina Ghimire,Chitwan,Pokhara,500.88,27.97,completed,2024-02-18 10:29:16,2024-02-18 10:40:18.770955,,esewa
1315,Sita Tamang,Bina Ghimire,Pokhara,Kathmandu,568.92,42.76,completed,2024-06-11 06:54:29,2024-06-11 07:06:01.539129,3.4,khalti
1316,Priya Gurung,Ritu Koirala,Birgunj,Kirtipur,435.85,10.68,completed,2024-01-05 23:35:46,2024-01-06 00:06:56.872388,4.1,cash
1317,Priya Gurung,Niraj Acharya,Bhaktapur,Biratnagar,543.92,9.2,completed,2024-07-10 13:25:02,2024-07-10 14:17:16.199113,3.4,cash
1318,Bikash Karki,Laxmi Shrestha,Bhaktapur,Biratnagar,387.28,43.69,completed,2024-05-13 22:05:41,2024-05-13 23:02:03.737290,3.4,esewa
1319,Priya Gurung,Dipesh Oli,Lalitpur,Kirtipur,136.81,21.59,no_show,2024-04-19 18:56:44,,,cash
1320,Nisha Bista,Nabin Chand,Chitwan,Butwal,663.83,3.82,completed,2024-08-21 12:24:14,2024-08-21 12:34:05.771436,3.1,cash
1321,Nisha Bista,Dipesh Oli,Biratnagar,Kirtipur,373.65,16.4,completed,2024-01-22 12:04:28,2024-01-22 12:16:18.340622,,esewa
1322,Bikash Karki,Pratima Hamal,Kathmandu,Birgunj,664.89,10.79,cancelled,2024-05-09 11:12:34,,,cash
1323,deepak thapa,Bina Ghimire,Bhaktapur,Kirtipur,718.52,43.46,completed,2024-09-14 23:57:48,2024-09-15 00:26:41.452730,3.2,cash
1324,Anita Rai,Dipesh Oli,Birgunj,Pokhara,782.33,6.17,completed,2024-03-23 21:30:46,2024-03-23 22:52:33.720424,4.4,khalti
1325,Nisha Bista,Dipesh Oli,Chitwan,Kirtipur,651.49,43.24,cancelled,2024-03-03 04:29:47,,,
1326,Bikash Karki,Niraj Acharya,Lalitpur,Bhaktapur,583.78,8.48,cancelled,2024-07-09 03:29:38,,,cash
1327,Bikash Karki,Rekha Tiwari,Bhaktapur,Pokhara,165.0,40.62,completed,2024-10-21 20:15:53,2024-10-21 20:44:00.153222,,cash
1328,Kabita Lama,Arun Joshi,Biratnagar,Kirtipur,691.07,35.53,no_show,2024-07-09 03:07:38,,,esewa
1329,Priya Gurung,Ritu Koirala,Kirtipur,Pokhara,187.21,11.49,cancelled,2024-12-17 01:15:29,,,cash
1330,Nisha Bista,Laxmi Shrestha,Biratnagar,Lalitpur,649.5,30.5,cancelled,2024-04-27 07:19:10,,,cash
1331,Priya Gurung,Rohan Shah,Butwal,Chitwan,84.62,8.58,completed,2024-01-01 19:49:42,2024-01-01 20:00:38.214331,3.8,cash
1332,Rajan Pandey,Ritu Koirala,Kirtipur,Biratnagar,699.28,21.98,no_show,2024-10-03 12:23:17,,,cash
1333,deepak thapa,Laxmi Shrestha,Kirtipur,Kathmandu,715.58,13.18,no_show,2024-04-21 02:02:52,,,card
1334,Kabita Lama,Sanjay Maharjan,Pokhara,Kathmandu,282.25,24.56,completed,2024-08-02 09:02:32,2024-08-02 10:07:07.020902,4.3,esewa
1335,Kabita Lama,Sanjay Maharjan,Lalitpur,Hetauda,328.05,38.99,cancelled,2024-09-20 10:59:21,,,
1336,Suresh Magar,Dipesh Oli,Biratnagar,Lalitpur,447.69,23.92,cancelled,2024-09-08 05:56:24,,,esewa
1337,Deepak Thapa,Ritu Koirala,Bhaktapur,Biratnagar,691.54,2.78,completed,2024-07-01 11:32:31,2024-07-01 11:43:51.056023,3.6,khalti
1338,Deepak Thapa,Nabin Chand,Kathmandu,Bhaktapur,291.48,42.58,no_show,2024-05-10 10:26:58,,,cash
1339,Deepak Thapa,Sabina Dahal,Bhaktapur,Kirtipur,679.24,13.88,completed,2024-01-16 15:57:37,2024-01-16 17:12:51.056100,3.3,cash
1340,Bikash Karki,Dipesh Oli,Birgunj,Kirtipur,683.98,1.66,completed,2024-10-17 01:11:53,2024-10-17 01:54:24.945475,3.0,cash
1341,Priya Gurung,Manish Bajracharya,Kirtipur,Birgunj,553.25,36.69,cancelled,2024-08-03 17:01:07,,,
1342,Anita Rai,Rekha Tiwari,Biratnagar,Kirtipur,1583.03,35.08,no_show,2024-03-12 20:29:12,,,cash
1343,Sita  Tamang,Bijay Yadav,Hetauda,Pokhara,510.14,40.38,cancelled,2024-02-24 06:00:44,,,cash
1344,Sita  Tamang,Sunita KC,Chitwan,Pokhara,250.22,2.13,completed,2024-08-23 04:31:10,2024-08-23 05:48:56.291525,4.8,khalti
1345,Suresh Magar,Rohan Shah,Biratnagar,Birgunj,289.16,35.53,cancelled,2024-05-01 14:58:13,,,cash
1346,Sita Tamang,Bina Ghimire,Hetauda,Kirtipur,100.0,31.8,completed,2024-11-26 20:50:33,2024-11-26 21:43:56.319743,3.5,card
1347,Sita Tamang,Sunita KC,Kathmandu,Kirtipur,659.35,24.5,cancelled,2024-02-29 08:33:10,,,card
1348,Suresh Magar,Sabina Dahal,Bhaktapur,Chitwan,200.0,24.43,cancelled,2024-06-20 23:41:26,,,khalti
1349,Rajan Pandey,Pratima Hamal,Biratnagar,Chitwan,560.72,36.58,completed,2024-12-16 04:32:03,2024-12-16 04:47:24.774351,3.0,esewa
1350,deepak thapa,Bina Ghimire,Butwal,Biratnagar,334.98,9.53,cancelled,2024-06-17 00:56:06,,,khalti
1351,Deepak Thapa,Rohan Shah,Kathmandu,Kirtipur,501.85,31.22,no_show,2024-01-17 09:57:17,,,cash
1352,Anita Rai,Sabina Dahal,Biratnagar,Kirtipur,422.45,37.74,completed,2024-06-01 06:24:55,2024-06-01 06:37:11.915575,3.2,esewa
1353,Sita Tamang,Bina Ghimire,Biratnagar,Kathmandu,286.51,18.69,cancelled,2024-10-29 12:47:10,,,card
1354,Rajan Pandey,Arun Joshi,Hetauda,Bhaktapur,81.13,16.65,cancelled,2024-06-01 07:07:55,,,cash
1355,Ramesh Shrestha,Laxmi Shrestha,Pokhara,Hetauda,178.6,6.29,cancelled,2024-04-16 13:50:48,,,
1356,Deepak Thapa,Rekha Tiwari,Hetauda,Birgunj,711.15,20.3,completed,2024-07-01 14:56:38,2024-07-01 15:49:12.157660,4.2,cash
1357,Bikash Karki,Sabina Dahal,Pokhara,Bhaktapur,566.11,12.66,no_show,2024-06-13 08:57:11,,,cash
1358,ramesh shrestha,Nabin Chand,Kirtipur,Lalitpur,161.49,4.59,completed,2024-04-29 03:54:43,2024-04-29 04:31:17.289507,3.5,cash
1359,Priya Gurung,Rohan Shah,Hetauda,Kirtipur,565.64,36.66,cancelled,2024-05-11 08:35:32,,,card
1360,Sita Tamang,Sanjay Maharjan,Birgunj,Lalitpur,2589.18,42.84,completed,2024-10-19 07:59:49,2024-10-19 08:37:30.527050,4.6,card
1361,Kabita Lama,Sabina Dahal,Kirtipur,Bhaktapur,572.45,6.59,completed,2024-08-02 01:22:39,2024-08-02 01:33:45.100456,4.5,cash
1362,Nisha Bista,Niraj Acharya,Bhaktapur,Biratnagar,215.09,36.39,no_show,2024-09-11 09:15:10,,,esewa
1363,Anita Rai,Arun Joshi,Butwal,Bhaktapur,2985.15,41.94,completed,2024-02-15 04:28:06,2024-02-15 05:25:19.600063,3.9,khalti
1364,ramesh shrestha,Ritu Koirala,Kathmandu,Kirtipur,234.37,35.32,completed,2024-03-25 09:02:21,2024-03-25 09:36:42.875145,3.0,cash
1365,Bikash Karki,Manish Bajracharya,Bhaktapur,Biratnagar,394.93,5.56,no_show,2024-02-16 08:39:11,,,cash
1366,Priya Gurung,Niraj Acharya,Hetauda,Bhaktapur,682.17,5.3,cancelled,2024-03-22 08:24:31,,,cash
1367,Nisha Bista,Meena Adhikari,Birgunj,Butwal,23.59,7.01,cancelled,2024-07-11 09:03:08,,,
1368,Rajan Pandey,Nabin Chand,Bhaktapur,Biratnagar,173.35,25.15,cancelled,2024-06-28 04:33:23,,,cash
1369,Anita Rai,Niraj Acharya,Bhaktapur,Kirtipur,229.74,22.76,completed,2024-07-25 06:55:20,2024-07-25 08:08:03.259920,3.0,cash
1370,Bikash Karki,Prem Basnet,Butwal,Lalitpur,19.18,36.52,completed,2024-07-03 03:08:11,2024-07-03 03:35:03.079498,4.9,cash
1371,Anita Rai,Sanjay Maharjan,Butwal,Kathmandu,330.55,11.38,cancelled,2024-11-30 03:48:40,,,esewa
1372,Sita Tamang,Rekha Tiwari,Biratnagar,Chitwan,175.27,41.57,no_show,2024-11-23 09:13:14,,,card
1373,Rajan Pandey,Dipesh Oli,Pokhara,Hetauda,556.84,15.29,completed,2024-06-17 01:50:32,2024-06-17 02:46:29.554884,,cash
1374,Deepak Thapa,Ashok Neupane,Lalitpur,Hetauda,381.56,33.08,completed,2024-08-26 10:56:40,2024-08-26 11:08:10.806685,3.6,cash
1375,ramesh shrestha,Manish Bajracharya,Birgunj,Biratnagar,689.78,12.57,cancelled,2024-06-21 14:07:11,,,card
1376,Bikash Karki,Sabina Dahal,Hetauda,Pokhara,183.7,21.47,completed,2024-12-24 12:26:32,2024-12-24 13:32:56.846688,3.8,card
1377,Sita Tamang,Sabina Dahal,Kirtipur,Biratnagar,626.04,23.36,completed,2024-11-13 06:58:17,2024-11-13 07:33:27.927898,3.4,cash
1378,Nisha Bista,Sabina Dahal,Lalitpur,Kirtipur,218.01,17.76,completed,2024-04-26 07:15:21,2024-04-26 07:56:52.602284,4.8,cash
1379,Rajan Pandey,Niraj Acharya,Chitwan,Kathmandu,405.52,21.67,cancelled,2024-06-07 09:47:47,,,cash
1380,Kabita Lama,Sabina Dahal,Butwal,Lalitpur,573.5,33.05,cancelled,2024-07-10 09:29:03,,,esewa
1381,Nisha Bista,Manish Bajracharya,Butwal,Birgunj,613.82,18.06,completed,2024-10-26 06:45:34,2024-10-26 07:44:22.512229,4.4,khalti
1382,Priya Gurung,Manish Bajracharya,Biratnagar,Birgunj,394.61,11.42,completed,2024-02-12 11:26:38,2024-02-12 11:39:05.914501,4.4,esewa
1383,Ramesh Shrestha,Pratima Hamal,Bhaktapur,Birgunj,280.32,28.08,completed,2024-10-06 13:41:03,2024-10-06 15:00:06.460727,3.4,cash
1384,Deepak Thapa,Ashok Neupane,Hetauda,Lalitpur,534.08,30.27,cancelled,2024-01-29 17:59:51,,,cash
1385,Suresh Magar,Sabina Dahal,Chitwan,Lalitpur,165.51,6.07,completed,2024-10-14 03:40:13,2024-10-14 04:46:03.678274,4.0,cash
1386,Deepak Thapa,Dipesh Oli,Biratnagar,Biratnagar,725.99,16.85,completed,2024-02-01 06:50:32,2024-02-01 07:45:57.239633,3.3,card
1387,Ramesh Shrestha,Dipesh Oli,Birgunj,Chitwan,793.55,44.47,cancelled,2024-03-17 11:02:34,,,card
1388,Bikash Karki,Arun Joshi,Lalitpur,Butwal,239.49,2.07,completed,2024-09-05 15:39:22,2024-09-05 16:44:38.956965,4.5,cash
1389,Suresh Magar,Bijay Yadav,Kathmandu,Lalitpur,548.51,11.37,completed,2024-10-09 11:52:16,2024-10-09 12:16:54.286165,4.0,cash
1390,ramesh shrestha,Meena Adhikari,Butwal,Lalitpur,365.73,22.85,completed,2024-02-24 03:29:48,2024-02-24 04:40:48.248476,,cash
1391,Rajan Pandey,Sabina Dahal,Chitwan,Kirtipur,427.15,24.54,completed,2024-12-25 03:40:28,2024-12-25 03:49:19.996682,3.6,card
1392,Nisha Bista,Pratima Hamal,Birgunj,Birgunj,280.22,23.8,completed,2024-05-17 07:27:54,2024-05-17 07:42:17.316822,3.6,card
1393,Ramesh Shrestha,Laxmi Shrestha,Bhaktapur,Hetauda,590.78,28.72,completed,2024-12-12 17:05:10,2024-12-12 18:08:42.286069,2.7,cash
1394,Sita  Tamang,Nabin Chand,Kirtipur,Birgunj,569.26,27.6,completed,2024-05-04 22:32:15,2024-05-04 23:20:39.723921,4.7,esewa
1395,Suresh Magar,Sanjay Maharjan,Chitwan,Lalitpur,732.49,4.26,completed,2024-05-10 11:24:45,2024-05-10 12:20:18.780104,4.0,cash
1396,Bikash Karki,Prem Basnet,Birgunj,Biratnagar,500.04,1.64,completed,2024-06-22 21:58:25,2024-06-22 22:30:01.362812,,card
1397,Anita Rai,Niraj Acharya,Lalitpur,Biratnagar,296.34,42.79,completed,2024-12-04 21:59:01,2024-12-04 22:58:11.648695,4.2,cash
1398,Kabita Lama,Sunita KC,Kathmandu,Pokhara,458.19,8.53,completed,2024-10-10 05:14:50,2024-10-10 05:28:20.601263,3.3,card
1399,ramesh shrestha,Kavya Poudel,Chitwan,Butwal,554.66,38.37,completed,2024-07-19 05:58:47,2024-07-19 06:32:28.387034,5.0,card
1400,deepak thapa,Sanjay Maharjan,Birgunj,Pokhara,187.66,6.18,cancelled,2024-01-10 12:49:22,,,
1401,Priya Gurung,Ashok Neupane,Butwal,Kathmandu,650.52,11.37,cancelled,2024-08-24 07:23:43,,,card
1402,ramesh shrestha,Arun Joshi,Biratnagar,Chitwan,147.24,24.67,completed,2024-03-09 22:41:31,2024-03-10 00:09:05.790933,2.7,card
1403,Sita  Tamang,Manish Bajracharya,Kathmandu,Kirtipur,525.05,37.64,completed,2024-02-02 10:01:03,2024-02-02 11:17:50.806845,4.0,cash
1404,Bikash Karki,Pratima Hamal,Kathmandu,Chitwan,115.16,14.25,completed,2024-07-08 23:38:23,2024-07-09 00:51:28.604717,3.4,cash
1405,Suresh Magar,Arun Joshi,Chitwan,Pokhara,340.65,31.66,cancelled,2024-09-07 14:01:01,,,cash
1406,Rajan Pandey,Sunita KC,Bhaktapur,Biratnagar,144.99,1.67,completed,2024-07-23 07:04:54,2024-07-23 07:50:02.636513,2.9,cash
1407,Kabita Lama,Sanjay Maharjan,Lalitpur,Chitwan,717.55,17.38,completed,2024-01-17 12:50:39,2024-01-17 13:33:02.013429,4.6,cash
1408,Nisha Bista,Kavya Poudel,Bhaktapur,Butwal,765.44,17.46,cancelled,2024-04-01 22:51:24,,,
1409,Kabita Lama,Suman Giri,Chitwan,Kirtipur,304.67,13.49,completed,2024-12-06 08:02:39,2024-12-06 09:15:06.420280,3.3,esewa
1410,ramesh shrestha,Sanjay Maharjan,Biratnagar,Kathmandu,763.36,11.08,completed,2024-11-23 17:15:20,2024-11-23 18:16:11.084839,3.5,cash
1411,Sita Tamang,Sunita KC,Biratnagar,Pokhara,371.26,11.34,cancelled,2024-09-22 07:05:53,,,cash
1412,Rajan Pandey,Nabin Chand,Butwal,Biratnagar,439.1,19.45,completed,2024-08-11 04:07:02,2024-08-11 05:14:00.156414,4.8,cash
1413,Deepak Thapa,Laxmi Shrestha,Pokhara,Pokhara,557.27,23.75,completed,2024-11-15 22:20:35,2024-11-15 22:53:21.993501,4.6,cash
1414,Suresh Magar,Ritu Koirala,Kirtipur,Kathmandu,380.54,40.09,completed,2024-03-21 00:26:43,2024-03-21 01:21:18.137248,3.4,card
1415,Rajan Pandey,Rekha Tiwari,Hetauda,Butwal,769.57,4.97,completed,2024-08-23 21:42:49,2024-08-23 23:07:29.062507,2.9,card
1416,Anita Rai,Pratima Hamal,Bhaktapur,Chitwan,766.52,32.28,completed,2024-07-31 06:56:51,2024-07-31 07:28:58.947468,3.9,cash
1417,Rajan Pandey,Ritu Koirala,Bhaktapur,Lalitpur,679.53,17.52,completed,2024-11-30 17:17:59,2024-11-30 18:40:36.617435,4.8,cash
1418,Nisha Bista,Dipesh Oli,Birgunj,Bhaktapur,626.18,21.96,cancelled,2024-12-19 20:09:22,,,cash
1419,Bikash Karki,Bina Ghimire,Bhaktapur,Hetauda,692.35,6.77,completed,2024-03-30 04:48:19,2024-03-30 05:54:20.764688,,esewa
1420,Nisha Bista,Rekha Tiwari,Kirtipur,Birgunj,145.97,6.71,no_show,2024-12-26 21:29:05,,,cash
1421,Kabita Lama,Laxmi Shrestha,Chitwan,Kathmandu,548.38,30.46,completed,2024-04-13 02:39:23,2024-04-13 03:27:25.680664,4.7,cash
1422,Suresh Magar,Meena Adhikari,Butwal,Kathmandu,1866.4,14.99,completed,2024-06-20 21:28:32,2024-06-20 21:36:44.115984,4.9,cash
1423,Nisha Bista,Kavya Poudel,Kathmandu,Chitwan,412.38,41.65,no_show,2024-12-11 06:04:01,,,card
1424,Anita Rai,Laxmi Shrestha,Chitwan,Biratnagar,523.71,19.73,completed,2024-11-09 22:05:04,2024-11-09 22:42:19.913399,2.9,cash
1425,Priya Gurung,Pratima Hamal,Kathmandu,Butwal,315.71,7.37,completed,2024-10-03 18:45:23,2024-10-03 19:46:13.486532,4.0,cash
1426,Kabita Lama,Nabin Chand,Pokhara,Kathmandu,640.6,42.95,no_show,2024-12-03 17:52:01,,,esewa
1427,Bikash Karki,Niraj Acharya,Birgunj,Kirtipur,174.08,24.38,completed,2024-02-28 10:00:52,2024-02-28 10:50:33.652189,4.8,card
1428,Bikash Karki,Suman Giri,Butwal,Bhaktapur,300.0,3.27,completed,2024-11-11 17:51:00,2024-11-11 18:43:34.254721,2.8,cash
1429,Deepak Thapa,Arun Joshi,Kirtipur,Birgunj,778.67,12.01,completed,2024-05-12 02:32:20,2024-05-12 03:07:46.808206,4.1,cash
1430,Nisha Bista,Niraj Acharya,Butwal,Kirtipur,375.02,8.22,cancelled,2024-06-30 10:04:02,,,esewa
1431,Anita Rai,Meena Adhikari,Lalitpur,Kathmandu,662.1,14.2,completed,2024-06-10 04:43:53,2024-06-10 04:56:21.671260,4.7,cash
1432,Priya Gurung,Ashok Neupane,Lalitpur,Biratnagar,567.69,4.75,completed,2024-05-31 13:44:49,2024-05-31 15:13:36.702419,5.0,cash
1433,Deepak Thapa,Rekha Tiwari,Bhaktapur,Birgunj,696.65,16.46,completed,2024-11-21 04:01:22,2024-11-21 05:25:51.521206,4.8,card
1434,Kabita Lama,Laxmi Shrestha,Hetauda,Birgunj,27.48,32.59,completed,2024-09-16 22:12:24,2024-09-16 22:35:07.597448,3.0,cash
1435,Priya Gurung,Nabin Chand,Bhaktapur,Butwal,149.91,10.85,cancelled,2024-10-05 10:54:44,,,
1436,Anita Rai,Bina Ghimire,Chitwan,Bhaktapur,663.08,35.41,completed,2024-07-23 00:24:29,2024-07-23 01:00:24.313447,4.1,esewa
1437,Sita  Tamang,Bijay Yadav,Birgunj,Pokhara,424.42,14.01,no_show,2024-05-19 12:04:46,,,cash
1438,Sita Tamang,Niraj Acharya,Kathmandu,Butwal,562.82,23.29,completed,2024-09-27 22:16:28,2024-09-27 22:22:03.644413,3.7,cash
1439,Ramesh Shrestha,Sanjay Maharjan,Kathmandu,Chitwan,772.07,5.46,completed,2024-03-19 20:06:13,2024-03-19 20:27:26.315861,4.7,cash
